#class tools::wcsv::ntuple
#title Scoring_10
#separator 44
#vector_separator 59
#column double Deposit#
#column double fEdep
#column double Dose_Rad_Si
#column double Total_Edep
#column double Total_Dose
#column double AvgEdep
#column double AvgDose
1,0.00601024,4.53885e-12,0.00601024,4.53885e-12,0.127511,4.53885e-12
2,0.0458624,3.46347e-11,0.0518727,3.91736e-11,0.550256,1.95868e-11
3,0.0101203,7.64274e-12,0.061993,4.68163e-11,0.438407,1.56054e-11
4,0.00880836,6.65195e-12,0.0708014,5.34682e-11,0.375524,1.33671e-11
5,0.0237679,1.79492e-11,0.0945693,7.14175e-11,0.40127,1.42835e-11
6,0.0230658,1.7419e-11,0.117635,8.88365e-11,0.415951,1.48061e-11
7,0.0488181,3.68668e-11,0.166453,1.25703e-10,0.504487,1.79576e-11
8,0.00560377,4.23189e-12,0.172057,1.29935e-10,0.456287,1.62419e-11
9,0.00582411,4.39829e-12,0.177881,1.34333e-10,0.419318,1.49259e-11
10,0.00785484,5.93187e-12,0.185736,1.40265e-10,0.394051,1.40265e-11
11,0.00695264,5.25054e-12,0.192689,1.45516e-10,0.371637,1.32287e-11
12,0.00573055,4.32764e-12,0.198419,1.49843e-10,0.350799,1.2487e-11
13,0.00139081,1.05032e-12,0.19981,1.50894e-10,0.326084,1.16072e-11
14,0.0338995,2.56005e-11,0.23371,1.76494e-10,0.354164,1.26067e-11
15,0.00330001,2.49212e-12,0.23701,1.78986e-10,0.33522,1.19324e-11
16,0.00514236,3.88344e-12,0.242152,1.8287e-10,0.321088,1.14294e-11
