#class tools::wcsv::ntuple
#title Scoring_23
#separator 44
#vector_separator 59
#column double Deposit#
#column double fEdep
#column double Dose_Rad_Si
#column double Total_Edep
#column double Total_Dose
#column double AvgEdep
#column double AvgDose
1,0.00674414,5.0878e-12,0.00674414,5.0878e-12,0.14323,5.0878e-12
2,0.00550712,4.15458e-12,0.0122513,9.24238e-12,0.130094,4.62119e-12
3,0.00267918,2.02118e-12,0.0149304,1.12636e-11,0.105696,3.75452e-12
4,0.0273693,2.06475e-11,0.0422998,3.1911e-11,0.224587,7.97776e-12
5,0.00918818,6.93158e-12,0.051488,3.88426e-11,0.218697,7.76853e-12
6,0.00649523,4.90001e-12,0.0579832,4.37426e-11,0.205238,7.29044e-12
7,0.00765923,5.77814e-12,0.0656424,4.95208e-11,0.199156,7.0744e-12
8,0.0383444,2.89271e-11,0.103987,7.84479e-11,0.276055,9.80598e-12
9,0.00596745,4.50186e-12,0.109954,8.29497e-11,0.259464,9.21664e-12
10,0.0299182,2.25703e-11,0.139872,1.0552e-10,0.297057,1.0552e-11
11,0.00317611,2.39606e-12,0.143049,1.07916e-10,0.276184,9.81056e-12
12,0.00353843,2.6694e-12,0.146587,1.10586e-10,0.259431,9.21546e-12
13,0.00468415,3.53373e-12,0.151271,1.14119e-10,0.247127,8.7784e-12
