#class tools::wcsv::ntuple
#title Scoring_17
#separator 44
#vector_separator 59
#column double Deposit#
#column double fEdep
#column double Dose_Rad_Si
#column double Total_Edep
#column double Total_Dose
#column double AvgEdep
#column double AvgDose
1,0.0156881,1.18408e-11,0.0156881,1.18408e-11,0.33302,1.18408e-11
2,0.00688485,5.19644e-12,0.022573,1.70373e-11,0.239584,8.51864e-12
3,0.00466271,3.51924e-12,0.0272357,2.05565e-11,0.192715,6.85217e-12
4,0.0916028,6.91385e-11,0.118838,8.9695e-11,0.630661,2.24237e-11
5,0.00788599,5.95207e-12,0.126724,9.56471e-11,0.538009,1.91294e-11
6,0.0095448,7.20407e-12,0.136269,1.02851e-10,0.48211,1.71419e-11
7,0.010792,8.14543e-12,0.147061,1.10997e-10,0.445964,1.58567e-11
8,0.00883421,6.66774e-12,0.155895,1.17664e-10,0.413659,1.4708e-11
9,0.00487804,3.68177e-12,0.160774,1.21346e-10,0.379202,1.34829e-11
10,0.0165833,1.25164e-11,0.177357,1.33863e-10,0.376484,1.33863e-11
11,0.0161473,1.21874e-11,0.193504,1.4605e-10,0.373419,1.32773e-11
12,0.474802,3.58364e-10,0.668306,5.04413e-10,1.18221,4.20345e-11
13,0.00276766,2.08893e-12,0.671074,5.06502e-10,1.09579,3.89617e-11
14,0.00427245,3.22469e-12,0.675346,5.09727e-10,1.02399,3.64091e-11
15,0.0045895,3.46399e-12,0.679936,5.13191e-10,0.962223,3.42127e-11
