#class tools::wcsv::ntuple
#title Scoring_18
#separator 44
#vector_separator 59
#column double Deposit#
#column double fEdep
#column double Dose_Rad_Si
#column double Total_Edep
#column double Total_Dose
#column double AvgEdep
#column double AvgDose
1,0.00413226,3.11863e-12,0.00413226,3.11863e-12,0.0877246,3.11863e-12
2,0.00852241,6.43189e-12,0.0126547,9.55052e-12,0.134324,4.77526e-12
3,0.00323871,2.44427e-12,0.0158934,1.19948e-11,0.112468,3.99826e-12
4,0.0146201,1.10338e-11,0.0305135,2.30286e-11,0.161944,5.75716e-12
5,0.0100943,7.6182e-12,0.0406078,3.06468e-11,0.172414,6.12936e-12
6,0.0113091,8.53499e-12,0.0519168,3.91818e-11,0.183692,6.5303e-12
7,0.0188334,1.42136e-11,0.0707502,5.33954e-11,0.214567,7.62792e-12
8,0.0564489,4.26022e-11,0.127199,9.59976e-11,0.337542,1.19997e-11
9,0.00570841,4.30816e-12,0.132907,1.00306e-10,0.313502,1.11451e-11
10,0.0175725,1.3262e-11,0.15048,1.13568e-10,0.319457,1.13568e-11
11,0.013965,1.05395e-11,0.164445,1.24107e-10,0.317367,1.12825e-11
12,0.0981056,7.40407e-11,0.262551,1.98148e-10,0.464478,1.65123e-11
13,0.00315868,2.38387e-12,0.265709,2.00532e-10,0.433908,1.54255e-11
14,0.000610238,4.60549e-13,0.26632,2.00992e-10,0.403839,1.43566e-11
15,0.00260383,1.96512e-12,0.268923,2.02957e-10,0.380602,1.35305e-11
16,0.00705964,5.32793e-12,0.275983,2.08285e-10,0.366181,1.30178e-11
